Site,Plot,Transect,Section_short,Coral_num,Sps,Max_width,Coral_ID,coords_x,coords_y,New_death_051018,Old_death_051018,Health_state_051018,Notes_051018,Found_051018,SCTLD_051018,Treated_051018,New_death_060118,Health_state_060118,Notes_060118,Found_060118,SCTLD_060118,Treated_060118,New_death_062118,Health_state_062118,Notes_062118,Found_062118,SCTLD_062118,Treated_062118,New_death_071618,Health_state_071618,Notes_071618,Found_071618,SCTLD_071618,Treated_071618,New_death__081718,Old_death_081718,Health_state_081718,Notes_081718,Found_081718,SCTLD_081718,Treated_081718,New_death_103018,Health_state_103018,Notes_103018,Found_103018,SCTLD_103018,Treated_103018,New_death_110918,Health_state_110918,Notes_110918,Found_110918,SCTLD_110918,Treated_110918,New_death_112918,Health_state_112918,Notes_112918,Found_112918,SCTLD_112918,Treated_112918,New_death_121318,Health_state_121318,Notes_121318,Found_121318,SCTLD_121318,Treated_121318,New_death_010419,Health_state_010419,Notes_010419,Found_010419,SCTLD_010419,Treated_010419,New_death_011819,Health_state_011819,Notes_011819,Found_011819,SCTLD_011819,Treated_011819,New_death_020819,Health_state_020819,Notes_020819,Found_020819,SCTLD_020819,Treated_020819,New_death_030419,Health_state_030419,Notes_030419,Found_030419,SCTLD_030419,Treated_030419,New_death_032119,Health_state_032119,Notes_032119,Found_032119,SCTLD_032119,Treated_032119,New_death_041119,Health_state_041119,Notes_041119,Found_041119,SCTLD_041119,Treated_041119,New_death_050219,Health_state_050219,Notes_050219,Found_050219,SCTLD_050219,Treated_050219,New_death_051619,Health_state_051619,Notes_051619,Found_051619,SCTLD_051619,Treated_051619,New_death_052819,Health_state_052819,Notes_052819,Found_052819,SCTLD_052819,Treated_052819,New_death_061319,Health_state_061319,Notes_061319,Found_061319,SCTLD_061319,Treated_061319
1,25,10,0-5,15,PAST,10,1_p25_t10_s0_c15_PAST,9.192166516,4.201947381,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,0-5,16,SSID,10,1_p25_t10_s0_c16_SSID,9.324790646,4.571751984,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,0-5,17,PAST,10,1_p25_t10_s0_c17_PAST,9.972679517,4.249532936,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,18,PAST,18,1_p25_t10_s5_c18_PAST,9.478185375,6.084159395,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,19,SSID,10,1_p25_t10_s5_c19_SSID,9.905752028,6.678923885,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,20,SSID,55,1_p25_t10_s5_c20_SSID,9.982680177,7.392267622,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,30,0,3 isolates,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,21,PAST,13,1_p25_t10_s5_c21_PAST,9.768358353,7.194891971,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,2 isolates,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,22,SSID,11,1_p25_t10_s5_c22_SSID,9.686352946,7.424467547,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,23,SSID,35,1_p25_t10_s5_c23_SSID,9.951908917,8.106930127,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,24,SINT,10,1_p25_t10_s5_c24_SINT,9.440952151,7.998901026,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,25,PAST,12,1_p25_t10_s5_c25_PAST,9.117546212,8.060003956,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,26,SINT,11,1_p25_t10_s5_c26_SINT,9.626502846,8.53948612,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,2,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,27,SINT,12,1_p25_t10_s5_c27_SINT,9.491109304,8.684001143,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,2,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,28,PAST,15,1_p25_t10_s5_c28_PAST,9.356946612,8.599929666,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,30,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,29,SINT,10,1_p25_t10_s5_c29_SINT,9.222322351,8.601578126,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,30,SINT,12,1_p25_t10_s5_c30_SINT,9.330637185,8.485966108,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,31,DSTO,8,1_p25_t10_s5_c31_DSTO,9.328483197,8.885992483,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,octocoral,1,Healthy,NA,0,0,Spotty,1,Healthy,NA,0,0,Spotty,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,Spotty/watching again,1,Healthy,NA,0,0,Spotty/watching again,1,Healthy,NA,0,0,Spotty/watching,1,Healthy,NA,0,0,Spotty/watching,1,Healthy,NA,0,0,Spotty/watching,1,Healthy,NA,0,0,OK,1,Healthy,NA,0,0,,1,Healthy,NA,100,1,Dead,1,Dead,NA,Dead,1,Dead,1,Dead,NA,Dead,1,Dead,1,Dead,NA
1,25,10,5-10,32,SSID,15,1_p25_t10_s5_c32_SSID,9.111853529,9.11721652,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,33,SSID,18,1_p25_t10_s5_c33_SSID,9.110622678,9.34580302,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,34,SINT,10,1_p25_t10_s5_c34_SINT,9.219245225,9.173044377,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,sed,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
1,25,10,5-10,35,PAST,21,1_p25_t10_s5_c35_PAST,9.028463415,9.603951909,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,1,PAST,10,2_p27_t1_s0_c1_PAST,0.422397,0.326041706,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,2,SSID,48,2_p27_t1_s0_c2_SSID,0.393786,0.59194641,5,0,0,abraided/fB?,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,2,0,,1,Healthy,NA,2,0,Dark Spot,1,Healthy,NA,2,0,Dark Spot,1,Healthy,NA,2,0,Dark Spot,1,Healthy,NA,2,1,Dark Spot,1,Unknown,NA,2,1,Dark Spot,1,Unknown,NA
2,27,1,0-5,3,SINT,11,2_p27_t1_s0_c3_SINT,0.613443,0.487037808,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,10,30,0,pale,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,4,SSID,14,2_p27_t1_s0_c4_SSID,0.694281,0.783370548,2,0,0,spots (p),1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,5,SSID,10,2_p27_t1_s0_c5_SSID,0.010483,0.535177686,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,6,SSID,11,2_p27_t1_s0_c6_SSID,0.060742,1.528403285,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,2,0,DS,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,DS/watching,1,Healthy,NA,5,0,DS/watching,1,Healthy,NA,8,0,DS/watching,1,Healthy,NA,8,0,,1,Healthy,NA,8,0,Dark Spot,1,Healthy,NA,8,0,Dark Spot,1,Healthy,NA,8,0,DS/Watch,1,Healthy,NA,8,1,NF,0,Unknown,NA,8,1, ,1,Unknown,NA
2,27,1,0-5,7,SSID,15,2_p27_t1_s0_c7_SSID,0.747114,1.212996253,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,8,SSID,13,2_p27_t1_s0_c8_SSID,0.661885,1.878098626,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,9,SSID,32,2_p27_t1_s0_c9_SSID,0.031222,1.993225599,0,50,0,50% OM,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,50,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0, ,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,10,ACER,10,2_p27_t1_s0_c10_ACER,0.391818,1.022934565,0,0,0,:),1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,30,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,11,SSID,19,2_p27_t1_s0_c11_SSID,0.277221,2.119706316,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,15,0,pale,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,DS/Watching,1,Healthy,NA,0,0,DS/Watching,1,Healthy,NA,0,0,DS/Watching,1,Healthy,NA,0,0,Watching,1,Healthy,NA,0,0,Watching DS,1,Healthy,NA,0,0,Watching DS,1,Healthy,NA,0,0,Watching DS,1,Healthy,NA,0,0,Watching DS,1,Healthy,NA,2,1,Watching DS,1,Unknown,NA
2,27,1,0-5,12,SINT,12,2_p27_t1_s0_c12_SINT,0.386217,2.249593157,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,10,0,pale,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,13,PAST,18,2_p27_t1_s0_c13_PAST,0.055746,2.622450138,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,20,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,14,SSID,14,2_p27_t1_s0_c14_SSID,0.02986,2.291602013,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,15,SINT,12,2_p27_t1_s0_c15_SINT,0.057714,2.191461984,0,50,0,50% OM,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,50,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,16,PAST,18,2_p27_t1_s0_c16_PAST,0.35594,2.880180146,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,Bleaching (P),1,Healthy,NA,0,0,0,BL,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
2,27,1,0-5,17,SSID,21,2_p27_t1_s0_c17_SSID,0.048783,4.147485146,0,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,5,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA,0,0,,1,Healthy,NA
